,89,90,91,92,93,94,95,96,97,98
1,2438.945242,2126.329943,1632.894021,1003.112364,12.49229273,651.0688434,2435.515296,861.8943694,1392.287936,286.9730703
2,39.92505923,386.0902296,825.2213257,2157.70681,2443.837425,1834.61548,36.19038282,1807.710516,1229.326184,2360.043802
3,1730.730338,1432.79804,920.6034519,1002.653646,705.0267045,269.9206898,1726.946082,576.1550935,816.5942309,698.1101309
4,1346.898213,993.722914,824.2090164,790.3614677,1410.451761,803.1855411,1347.046471,567.629641,226.8000036,1207.437971
5,2378.968964,2062.756719,1575.61205,931.9386977,70.83613036,581.384738,2375.675618,784.5939947,1319.558277,221.3564965
6,76.8888067,314.9642904,808.3086165,2083.083584,2414.732443,1795.578367,82.54202541,1748.849017,1160.908976,2317.638537
7,1968.514115,1669.75919,1158.14385,997.2170944,475.4364576,319.1506073,1964.705554,643.9883183,1016.642163,524.4093584
8,1219.568488,867.0319304,613.0391476,913.5855891,1360.195732,723.9473636,1218.678319,578.3922262,22.14971428,1195.288036
9,334.4728777,20.93916298,548.5687625,1792.340723,2128.223905,1503.609347,334.0698637,1451.797892,866.0138393,2023.469973
10,1176.026382,826.0421509,741.2587256,975.7338137,1572.770328,948.8671929,1176.634402,744.174493,238.0369576,1382.421463
11,332.4137502,629.2829409,934.2527698,2361.414962,2538.97487,1960.727728,327.4781797,1979.398981,1430.595517,2487.778245
12,2303.509242,1983.495612,1503.917914,852.8162056,162.1843403,497.2738831,2300.369518,692.1630931,1230.863872,165.4744048
13,1795.58162,1480.252934,995.1455347,842.9074298,634.2684918,109.3920954,1792.340949,433.2667828,782.504856,571.1865883
14,383.5497896,677.9698911,965.8079924,2402.454218,2563.470235,1990.94393,378.6725154,2016.306056,1472.436628,2517.464434
15,2123.870431,1771.680851,1434.659006,171.5062486,831.3270452,592.7379033,2122.858135,373.5375069,924.8039993,551.3015643
16,1963.526609,1648.132879,1161.725125,831.6885754,466.6455204,191.4405369,1960.258708,493.6762594,932.7471502,421.6646964
17,1731.813837,1445.017418,921.0916902,1087.59603,726.6959708,354.059236,1727.726149,661.8752684,872.2013246,750.5195478
18,1586.477119,1244.120479,853.5361265,662.9700548,944.4633136,319.7761076,1584.548611,212.9518651,440.9544713,778.523831
19,2283.585952,1961.509627,1486.337047,818.9030058,196.3500875,473.5151172,2280.531023,659.3008569,1202.762855,143.2389582
20,2584.594094,2281.162234,1774.529061,1183.337995,197.5648349,825.0911692,2580.843743,1050.829475,1569.908163,465.8772016
21,987.0999624,1126.163871,1068.455396,2525.729715,2394.544624,1941.573095,980.3018484,2079.598545,1671.557405,2430.518659
22,677.0081109,326.9747496,493.7237253,1456.62726,1886.154437,1247.583246,677.4679378,1146.075607,546.8394287,1749.220352
23,2036.374733,1730.207897,1228.179054,935.2925444,394.1026235,311.3992906,2032.781521,616.7009274,1043.092737,428.4780883
24,1653.859379,1299.713521,1038.437338,472.9430246,1150.066707,612.3396842,1653.450194,301.6573454,461.5621308,918.5644876
25,1761.528613,1424.70363,1000.756602,620.64998,750.4862625,153.0467485,1759.236642,182.6829022,636.0437811,587.0372582
26,830.8327244,580.6910184,62.80798082,1515.119934,1612.092828,1030.866245,826.4396455,1088.118159,651.5186874,1556.996286
